qn1k,qn1a,numppl,qn1b,qn1c,qn1d,qn1f,qn1g,qn1h,qn1i,qn1jyear,qn1l,qn2a,qn2b,qn3a,qn3b,qn4a,qn4b,qn4c,qn4e,qn4j,qn20,qn24a,qn24b,qn25a,qn25b,qn25c,qn25d,qn28a,qn28b,cohort,ui_agect_arrival,ui_school,ui_emprate
2,4,5,4,4,12,2,9,9,97,2011,2, , , , , , , , , , , , , , , , , , ,1,1, , 
2,5,5,4,4,12,2,9,9,97,2011,2, , , , , , , , , , , , , , , , , , ,1,1, , 
2,1,4,1,1,51,1,10,10,1,2015, ,12,5,4,7,2,1,1,2,1,98,1, ,1, , , ,1,1,3,4,0,1
2,2,4,2,1,47,2,10,10,1,2015,2,9,2,1, ,3,2,1,2,1,98,1, ,1, , , ,1,1,3,4,0,1
2,3,4,4,4,22,2,10,10,1,2015,2,12,5,6,13,3,1,1,1, ,1,1, ,1, , , ,1,1,3,2,0,1
2,4,4,4,4,13,1,10,10,1,2015,2, , , , , , , , , , , , , , , , , , ,3,1, , 
2,2,5,11,4,24,2,2,96,97,2012, ,12,5,6,13,2,2,2,1, ,1,1, ,1, , , ,1,1,1,2,0,1
2,1,5,1,1,998,2,2,96,40,2015, ,4,2,1, ,4,4,1,1, , ,1, ,1, , , ,1,1,3,999,0,3
2,2,5,2,1,998,1,2,96,40,2015,2, , , , , , , , , , , , , , , , , , ,3,999, , 
2,3,5,5,4,12,2,14,96,40,2015,2, , , , , , , , , , , , , , , , , , ,3,1, , 
2,4,5,5,4,7,1,14,96,40,2015,2, , , , , , , , , , , , , , , , , , ,3,1, , 
2,5,5,9,1,998,2,2,96,40, ,2, , , , , , , , , , , , , , , , , , ,3,999, , 
2,1,1,1,1,62,1,16,16,97,2014, ,2,2,4,7,3,3,1,1, , ,1, ,1, , , ,2,2,3,5,0,3
2,2,3,2,1,35,2,2,24,97,2011,2,12,5,1, ,3,3,1,2,1, ,1, ,1, , , ,1,1,1,3,0,3
2,1,5,1,2,51,2,2,96,97,2012, ,0,1,1, ,4,4,1,1, , ,1, ,1, , , ,1,1,1,4,0,3
2,2,5,4,1,998,1,2,96,98, ,2, , , , , , , , , , , , , , , , , , ,1,999, , 
2,3,5,4,4,998,1,2,96,97, ,2, , , , , , , , , , , , , , , , , , ,1,999, , 
2,4,5,4,4,998,1,14,96,97, ,2, , , , , , , , , , , , , , , , , , ,1,999, , 
2,5,5,4,4,998,1,14,96,97, ,2, , , , , , , , , , , , , , , , , , ,1,999, , 
2,1,4,1,1,38,1,5,5,97,2012, ,12,5,1, ,4,3,1,1, ,1,1, ,1, , , ,1,1,1,3,0,1
2,2,4,2,1,46,2,5,5,97,2012,2,12,4,1, ,4,3,1,1, ,1,2,1,1, , , ,1,1,1,4,0,1
2,3,4,4,4,13,1,5,5,97,2012,2, , , , , , , , , , , , , , , , , , ,1,1, , 
2,4,4,4,4,21,1,5,5,97,2012,2,12,5,6,96,4,2,1,1, ,1,2,4,1, , , ,1,1,1,1,0,1
2,1,3,1,1,36,1,2,99,97,2012, ,10,2,8,5,3,2,1,1, ,99,1, ,1, , , ,1,1,1,3,0,1
2,2,3,2,1,998,2,2,99,97,2012,2, , , , , , , , , , , , , , , , , , ,1,999, , 
2,1,4,1,2,29,1,5,5,10,2013, ,12,5,5,3,4,3,2,1, ,98,1, ,1, , , ,1,1,2,3,0,1
2,2,4,3,4,23,2,5,5,10,2013,2,98,98,5,10,4,3,1,1, ,98,1, ,2,2,6,2,1,1,2,2,6,1
2,3,4,15,8,60,2,5,5,10,2013,2,98,98,1, ,4,4,1,1, , ,1, ,1, , , ,2,2,2,5,0,3
2,4,4,15,8,56,1,5,5,10,2013,2,98,98,5,98,4,4,1,1, , ,1, ,1, , , ,2,2,2,4,0,3
2,1,3,1,1,36,1,5,5,10,2012, ,9,2,2,97,4,3,2,1, ,1,1, ,1, , , ,1,1,1,3,0,1
2,2,3,2,1,32,2,5,5,10,2012,2,12,5,1, ,2,1,2,2,1,5,2,6,1, , , ,1,1,1,3,0,1
2,3,3,4,4,9,2,5,5,10,2012,2, , , , , , , , , , , , , , , , , , ,1,1, , 
2,1,3,1,4,30,1,16,16,97,2014, ,8,5,6,13,2,2,1,2,2,97,2,1,2,1, , ,1,1,3,3, ,1
2,2,3,15,4,998,1,16,16,98, ,2, , , , , , , , , , , , , , , , , , ,3,999, , 
2,3,3,15,4,998,1,16,16,98,2014,2, , , , , , , , , , , , , , , , , , ,3,999, , 
2,1,4,1,1,50,1,5,5,10,2013, ,12,7,5,11,4,4,2,1, ,1,1, ,1, , , ,1,1,2,4,0,1
2,2,4,2,1,43,2,5,5,10,2013,2,12,5,5,7,3,3,2,2,2,1,2,3,2,2,5,1,1,1,2,3,5,1
2,3,4,4,4,21,1,5,5,10,2013,2,12,5,6,96,3,2,2,2,2,1,8, ,2,2,1,1,1,1,2,1,1,1
2,4,4,4,4,18,2,5,5,10,2013,2,12,5,6,96,4,3,2,2,2,1,2,2,2,2,1,1,1,1,2,1,1,1
2,1,4,1,1,47,1,5,5,10,2014, ,12,5,5,97,4,4,1,1, ,1,1, ,1, , , ,1,1,2,4,0,1
2,2,4,2,1,38,2,5,5,10,2014,2,12,4,4,9,3,2,2,1, ,1,1, ,1, , , ,1,1,2,3,0,1
2,3,4,4,4,14,1,5,5,10,2014,2, , , , , , , , , , , , , , , , , , ,2,1, , 
2,4,4,4,4,8,2,5,5,10,2014,2, , , , , , , , , , , , , , , , , , ,2,1, , 
2,1,3,1,1,51,1,5,96,10,2014, ,12,97,1, ,3,3,2,1, ,1,1, ,1, , , ,1,1,2,4,0,1
2,2,3,2,1,51,2,5,96,10,2014,2,12,5,2,8,4,4,2,1, ,1,1, ,1, , , ,1,1,2,4,0,1
2,3,3,4,4,16,1,5,96,10,2014,2,7,2,6,96,4,3,2,2,2, ,1, ,2,2,1,1,1,1,2,1,1,3
2,1,4,1,1,49,1,16,16,97,2012, ,11,1,5,1,4,3,1,2,2,98,1, ,2,1, , ,2,2,1,4, ,3
2,2,4,2,1,40,2,16,16,97,2012,2,0,1,1, ,4,4,1,1, ,98,1, ,1, , , ,1,1,1,3,0,1
2,3,4,4,4,19,2,16,16,97,2015,2,10,1,6,13,2,1,2,6, , ,1, ,2,2,5,1,1,1,1,1,5,3
2,4,4,4,4,17,2,16,16,97,2015,2,10,1,6,13,2,2,1,6, , ,1, ,2,2,1,1,1,1,1,1,1,3
2,1,3,1,1,31,1,97,97,97,2012, ,10,97,6,13,4,2,2,1, ,5,1, ,1, , , ,2,2,1,3,0,1
2,2,3,2,1,29,2,97,97,97,2013,2,16,6,98,98,1,1,2,1, ,1,1, ,1, , , ,1,1,1,3,0,3
2,3,3,4,6,1,1,24,24,97,2015,1, , , , , , , , , , , , , , , , , , ,1,0, , 
2,1,4,1,1,58,1,9,9,97,2013, ,12,5,8,2,3,2,1,1, ,1,2,1,1, , , ,1,1,2,4,0,1
2,2,4,2,1,58,2,9,9,97,2013,2,12,5,4,5,4,4,1,1, , ,1, ,1, , , ,1,1,2,4,0,2
2,3,4,4,4,29,2,9,9,97,2013,2,14,5,6,13,3,2,1,1, ,1,2,1,1, , , ,1,1,2,3,0,1
2,4,4,4,4,37,1,9,9,97,2013,2,12,5,5,2,3,2,1,1, ,1,2,1,1, , , ,1,1,2,3,0,1
2,1,4,1,1,29,1,2,24,38,2011,1, , , , , , , , , , , , , , , , , , ,1,2, , 
2,3,4,5,4,4,1,24,24,38, ,1, , , , , , , , , , , , , , , , , , ,1,1, , 
2,4,4,5,4,0,1,24,24,38, ,1, , , , , , , , , , , , , , , , , , ,1,0, , 
2,1,3,1,1,38,1,2,96,38,2013, ,14,6,8,5,2,2,2,1, ,6,1, ,1, , , ,1,1,2,3,0,1
2,2,3,2,1,32,2,14,97,40,2013,2,12,5,4,10,2,2,1,1, ,6,1, ,1, , , ,2,2,2,3,0,1
2,3,3,4,4,6,2,14,96,38,2013,2, , , , , , , , , , , , , , , , , , ,2,1, , 
2,1,4,1,1,32,1,3,24,97,2011,2,6,2,5,1,3,2,1,1, , ,1, ,1, , , ,1,1,1,3,0,3
2,2,4,4,8,11,2,20,24,97,2011,2, , , , , , , , , , , , , , , , , , ,1,1, , 
2,3,4,4,8,9,1,20,24,97,2011,2, , , , , , , , , , , , , , , , , , ,1,1, , 
2,4,4,4,8,1,1,24,24,97, ,1, , , , , , , , , , , , , , , , , , ,1,1, , 
2,1,3,1,1,57,1,5,5,10,2012,2,12,6,5,7,3,1,2,2,1,1,2,1,1, , , ,1,1,2,4,0,1
2,2,3,2,1,62,2,5,5,10,2012,2,9,2,1, ,3,3,1,1, , ,1, ,1, , , ,2,2,2,5,0,3
2,3,3,4,4,39,1,5,5,10,2013, ,12,4,1, ,3,2,2,1, ,1,2,1,1, , , ,1,1,2,3,0,1
2,1,5,1,1,41,1,10,10,1,2015, ,16,6,4,4,1,1,1,2,1,1,1, ,1, , , ,1,1,3,3,0,1
2,2,5,2,1,39,2,10,10,1,2015,1, , , , , , , , , , , , , , , , , , ,3,3, , 
2,3,5,4,4,18,2,10,10,1,2015,2,12,5,6,13,1,1,1,2,1,1,1, ,2,2,3,1,1,1,3,1,3,1
2,4,5,4,4,13,2,97,10,1,2015,1, , , , , , , , , , , , , , , , , , ,3,1, , 
2,5,5,4,4,7,1,97,10,1,2015,1, , , , , , , , , , , , , , , , , , ,3,1, , 
2,1,4,1,1,46,1,5,5,10,2015, ,12,6,5,7,4,4,1,2,1,1,1, ,1, , , ,1,1,3,4,0,1
2,2,4,2,1,25,2,5,5,10,2015,2,12,5,6,96,4,4,1,2,1,1,1, ,1, , , ,1,1,3,2,0,3
2,3,4,4,4,999,2,5,5,10,2015,2, , , , , , , , , , , , , , , , , , ,3,999, , 
2,4,4,4,4,999,2,5,5,10,2015,2, , , , , , , , , , , , , , , , , , ,3,999, , 
2,1,5,1,1,54,1,97,97,97,2014, ,6,97,8,11,4,4,1,1, ,1,1, ,1, , , ,2,2,2,4,0,3
2,2,5,2,1,38,2,97,97,97,2014,2,5,97,6,1,4,4,1,1, ,1,1, ,1, , , ,1,1,2,3,0,3
2,3,5,4,6,13,2,97,97,97,2014,2, , , , , , , , , , , , , , , , , , ,2,1, , 
2,4,5,4,6,10,1,97,97,97,2014,2, , , , , , , , , , , , , , , , , , ,2,1, , 
2,5,5,4,6,8,2,97,97,97,2014,2, , , , , , , , , , , , , , , , , , ,2,1, , 
2,2,5,4,1,67,2,2,2,38,2013, ,0,1,1, ,4,4,1,2,1, ,1, ,2,1, , ,1,1,2,5, ,3
2,4,5,4,1,69,1,2,2,38,2013,2,3,2,1, ,4,4,1,1, , ,1, ,1, , , ,1,9,2,5,0,3
2,1,1,1,4,30,1,10,10,1,2013, ,12,2,5,8,3,2,1,1, ,1,1, ,1, , , ,1,1,2,3,0,1
2,1,3,1,1,27,1,10,10,1,2015,2,16,6,6,13,1,1,1,1, ,1,1, ,2,2,8,1,1,1,3,3,999,1
2,2,3,2,1,25,2,10,10,1,2015, ,16,6,6,13,2,1,2,1, ,1,2,1,1, , , ,1,1,3,2,0,3
2,3,3,4,4,2,2,97,10,1,2015,2, , , , , , , , , , , , , , , , , , ,3,0, , 
2,1,2,1,8,42,2,6,6,97,2015,2,0,1,4,11,4,3,2,2,2,1,2,3,1, , , ,2,2,3,4,0,2
2,2,2,4,4,23,1,6,6,97,2015, ,13,5,6,13,3,2,2,2,1,1,2,3,2,2,1,2,1,1,3,2,1,1
2,1,3,1,1,35,1,3,3,97,2011,1, , , , , , , , , , , , , , , , , , ,2,3, , 
2,2,5,4,2,26,2,97,10,1,2014, ,15,4,1, ,2,1,1,2,1,98,2,2,1, , , ,1,1,2,2,0,2
2,5,5,8,4,8,1,10,10,1,2014,2, , , , , , , , , , , , , , , , , , ,2,1, , 
2,1,5,1,1,53,1,6,6,97,2014, ,13,5,4,8,3,3,1,2,2,98,1, ,1, , , ,1,1,2,4,0,1
2,2,5,2,1,47,2,97,97,97,2014,2,5,1,1, ,4,3,1,2,1,2,2,1,1, , , ,1,1,2,4,0,1
2,3,5,2,4,23,2,97,6,97,2014,2,12,5,6,13,2,1,2,2,8,2,2,1,2,2,1,1,1,1,2,2,1,3
2,4,5,4,4,20,2,6,6,97,2014,2,5,2,6,13,3,2,2,2,2, ,1, ,1, , , ,1,1,2,1,0,3
2,5,5,4,4,16,1,6,6,97,2014,2,2,2,6,13,4,1,1,2,2, ,1, ,1, , , ,1,1,2,1,0,3
2,1,4,1,1,34,1,5,5,10,2011, ,12,5,4,3,1,1,1,1, ,98,8, ,1, , , ,1,1,1,3,0,1
2,2,4,2,1,32,2,5,5,10,2011,2,12,4,4,97,4,3,1,2,1,1,1, ,1, , , ,1,1,1,3,0,1
2,3,4,4,4,3,2,24,24,97, ,1, , , , , , , , , , , , , , , , , , ,1,1, , 
2,4,4,4,4,12,1,5,5,10,2011,2, , , , , , , , , , , , , , , , , , ,1,1, , 
2,1,1,1,2,37,1,3,24,97,2012, ,8,5,4,7,3,2,2,1, ,1,1, ,2,2,3,1,1,1,1,3,3,1
2,1,5,1,4,36,1,10,10,1,2015,2,9,2,2,2,2,2,1,1, ,98,1, ,1, , , ,1,1,3,3,0,1
2,2,5,6,4,39,2,10,10,1,2015, ,9,2,1, ,3,2,1,2,2, ,1, ,1, , , ,2,2,3,3,0,3
2,3,5,6,4,28,1,10,10,1,2015,2,12,5,8,2,1,1,1,1, ,97,1, ,1, , , ,1,1,3,3,0,1
2,4,5,5,5,61,2,10,10,1,2015,2,98,2,1, ,4,3,1,1, , ,1, ,1, , , ,2,1,3,5,0,3
2,5,5,6,2,40,2,10,10,1,2015,2,12,5,1, ,2,2,1,2,1, ,1, ,1, , , ,2,2,3,3,0,3
2,1,1,1,4,31,1,3,3,9,2015, ,10,5,4,9,3,2,1,2,1,1,2,12,1, , , ,1,1,3,3,0,1
2,1,2,1,1,58,1,3,24,97,2011,1, , , , , , , , , , , , , , , , , , ,3,4, , 
2,2,2,2,1,57,2,3,3,97,2015, ,1,2,1, ,4,3,1,1, ,1,2,1,1, , , ,1,1,3,5,0,1
2,1,3,1,1,40,2,97,97,97,2015, ,11,4,4,9,4,3,1,1, ,1,2,1,1, , , ,1,1,3,3,0,1
2,2,3,4,4,11,1,97,97,97,2015,2, , , , , , , , , , , , , , , , , , ,3,1, , 
2,3,3,4,4,8,2,97,97,97,2015,2, , , , , , , , , , , , , , , , , , ,3,1, , 
2,1,3,1,1,64,1,10,10,1,2015, ,12,2,5,7,3,3,1,2,1, ,1, ,1, , , ,2,2,3,5,0,3
2,2,3,2,1,54,2,10,10,1,2015,2,14,4,99,99,2,2,1,2,2,1,1, ,1, , , ,1,1,3,4,0,2
2,3,3,4,4,20,2,10,10,1,2015,2,12,5,6,13,1,1,2,1, ,1,1, ,2,2,3,1,1,1,3,2,3,1
2,1,3,1,1,34,1,3,98,9,2011, ,98,1,8,11,4,3,1,1, ,1,1, ,1, , , ,1,1,3,3,0,1
2,3,3,2,1,30,2,3,3,9,2011,2,9,97,6,13,4,4,1,1, , ,1, ,1, , , ,1,1,3,2,0,3
2,1,1,1,4,47,1,16,98,98,2013, ,12,5,5,7,3,2,1,1, ,1,1, ,1, , , ,1,1,2,4,0,2
2,1,3,1,4,25,2,97,97,97, ,8, , , , , , , , , , , , , , , , , , ,2,3, , 
2,2,3,15,4,32,1,5,5,10,2014, ,12,6,1, ,3,3,2,1, ,1,1, ,1, , , ,1,1,2,3,0,1
2,3,3,15,4,24,1,97,98,98, ,8, , , , , , , , , , , , , , , , , , ,2,2, , 
2,1,2,1,1,998,2,16,16,97,2012, ,6,5,1, ,3,1,1,1, ,1,1, ,1, , , ,1,1,1,999,0,3
2,2,2,2,1,34,1,16,16,98,2014,1, , , , , , , , , , , , , , , , , , ,1,3, , 
2,1,2,1,1,45,1,5,5,10,2013, ,12,4,5,10,4,4,1,1, ,1,1, ,1, , , ,1,1,2,4,0,1
2,2,2,2,1,45,2,5,5,10,2013,2,9,2,1, ,4,4,1,1, ,1,1, ,1, , , ,1,1,2,4,0,3
2,1,4,1,1,28,1,3,3,20,2011, ,3,3,6,13,3,2,2,2,1,1,1, ,1, , , ,2,1,1,2,0,3
2,2,4,2,1,28,2,3,3,20,2011,1, , , , , , , , , , , , , , , , , , ,1,2, , 
2,3,4,2,1,3,2,24,24,20,2013,2, , , , , , , , , , , , , , , , , , ,1,0, , 
2,4,4,4,7,2,2,24,24,20,2014,2, , , , , , , , , , , , , , , , , , ,1,0, , 
2,1,5,1,1,40,1,10,10,1,2012, ,9,2,2,4,3,2,2,1, ,1,1, ,1, , , ,1,1,1,3,0,1
2,2,5,2,1,36,2,10,10,1,2012,2,17,6,1, ,2,1,1,2,1, ,1, ,2,2,1,1,1,1,1,3,1,3
2,3,5,4,4,9,2,10,10,1,2012,2, , , , , , , , , , , , , , , , , , ,1,1, , 
2,4,5,4,6,6,1,10,10,1,2012,2, , , , , , , , , , , , , , , , , , ,1,1, , 
2,5,5,4,6,998,1,24,24,1,2015,1, , , , , , , , , , , , , , , , , , ,1,999, , 
2,1,5,1,1,44,1,10,10,1,2014, ,14,4,2,7,2,1,1,1, ,1,1, ,1, , , ,2,1,3,4,0,1
2,2,5,2,1,44,2,10,10,1,2014,2,12,5,1, ,3,2,1,2,2, ,1, ,1, , , ,1,1,3,4,0,3
2,3,5,4,4,20,1,10,10,1,2014,2,15,2,6,13,2,1,1,1, ,1,1, ,1, , , ,1,1,3,1,0,1
2,4,5,4,4,13,1,10,10,1,2014,2, , , , , , , , , , , , , , , , , , ,3,1, , 
2,5,5,4,6,8,1,10,10,1,2014,2, , , , , , , , , , , , , , , , , , ,3,1, , 
2,1,1,1,1,32,1,97,97,97,2011, ,11,97,6,5,3,2,2,1, ,1,1, ,1, , , ,1,1,1,3,0,1
2,1,5,1,1,70,1,2,96,97,2012, ,0,1,1, ,4,3,1,2,2, ,1, ,1, , , ,2,2,2,5,0,3
2,2,5,4,1,40,1,2,96,97,2012,2,10,3,97,8,3,3,1,1, ,3,1, ,1, , , ,1,1,2,3,0,1
2,3,5,9,1,34,2,2,96,97,2012,2,8,3,1, ,3,2,1,1, ,1,1, ,1, , , ,1,1,2,3,0,1
2,4,5,2,1,66,2,2,96,97,2012,2,0,1,1, ,4,3,1,2,2, ,1, ,1, , , ,2,2,2,5,0,3
2,5,5,8,4,7,1,14,96,97,2012,2, , , , , , , , , , , , , , , , , , ,2,1, , 
2,1,1,1,4,37,1,97,97,97,2015, ,15,97,2,7,2,1,2,1, ,1,1, ,1, , , ,1,1,3,3,0,1
2,2,2,2,1,36,2,10,10,1,2015,1, , , , , , , , , , , , , , , , , , ,3,3, , 
2,1,1,1,3,37,1,5,5,10,2013, ,12,5,1, ,4,4,2,1, ,1,1, ,1, , , ,1,1,2,3,0,1
2,1,5,1,1,36,1,10,10,97,2014, ,14,5,97,4,2,1,2,1, ,1,1, ,1, , , ,1,1,2,3,0,1
2,2,5,2,1,24,2,97,97,1,2014,2,5,2,1, ,3,2,1,1, ,1,1, ,1, , , ,1,1,2,2,0,1
2,3,5,4,4,4,1,10,10,97,2014,2, , , , , , , , , , , , , , , , , , ,2,1, , 
2,4,5,4,4,0,2,24,24,97,2015,1, , , , , , , , , , , , , , , , , , ,2,0, , 
2,5,5,5,1,70,1,10,10,97,2012,2,16,6,1, ,2,1,1,1, , ,1, ,1, , , ,1,1,2,5,0,3
2,1,2,1,1,23,1,97,97,97,2011, ,13,5,97,9,3,2,2,1, ,1,1, ,1, , , ,1,1,1,1,0,1
2,1,5,1,1,43,1,5,5,10,2014, ,12,5,5,7,4,4,1,1, ,1,1, ,1, , , ,1,1,3,4,0,1
2,2,5,2,1,44,2,5,5,10,2014,2,12,5,5,7,4,4,1,1, ,1,1, ,1, , , ,1,1,3,4,0,1
2,3,5,4,4,19,1,5,5,10,2014,2,11,4,1, ,4,3,1,1, ,1,1, ,1, , , ,1,1,3,1,0,1
2,4,5,4,4,13,2,5,5,10,2014,2, , , , , , , , , , , , , , , , , , ,3,1, , 
2,5,5,4,4,6,1,5,5,10,2014,2, , , , , , , , , , , , , , , , , , ,3,1, , 
2,1,2,1,4,29,1,6,97,97,2011, ,14,6,4,2,2,1,2,1, ,97,2,1,2,2,2,2,1,1,1,2,2,1
2,2,2,15,4,26,1,97,97,97, ,1, , , , , , , , , , , , , , , , , , ,1,3, , 
2,4,4,4,4,18,1,10,10,1,2013,2,9,2,6,13,2,1,1,1, ,1,1, ,2,2,3,1,1,1,2,1,3,3
2,1,1,1,3,75,1,5,5,10,2015, ,2,1,1, ,4,4,1,2,2, ,1, ,1, , , ,2,2,3,5,0,3
2,1,1,1,1,35,1,97,97,97,2012, ,11,97,3,12,3,2,2,1, ,1,1, ,1, , , ,1,1,1,3,0,2
2,1,5,1,1,42,1,2,2,40,2011,2,10,2,4,11,4,3,1,1, ,99,1, ,1, , , ,1,1,1,3,0,1
2,2,5,2,1,41,2,2,2,38,2011,2,2,2,4,11,4,4,1,1, ,98,8, ,8, , , ,8,8,1,3,999,1
2,3,5,8,4,13,2,14,97,40,2011,2, , , , , , , , , , , , , , , , , , ,1,1, , 
2,4,5,5,1,998,1,2,2,38,2011, ,0,1,1, ,4,4,1,1, , ,1, ,1, , , ,2,2,1,999,0,3
2,5,5,5,1,998,2,2,2,38,2011,2, , , , , , , , , , , , , , , , , , ,1,999, , 
2,1,3,1,1,45,1,2,2,24,2015, ,2,2,5,10,4,3,1,1, ,99,2,4,1, , , ,1,1,3,4,0,1
2,2,3,2,1,42,2,2,2,24,2015,2,12,5,8,5,4,2,2,1, , ,2,4,1, , , ,2,2,3,4,0,2
2,3,3,4,4,4,2,14,99,24,2015,2, , , , , , , , , , , , , , , , , , ,3,1, , 
2,1,5,1,1,44,1,16,16,99,2012, ,8,1,5,1,2,2,1,1, ,1,2,6,1, , , ,1,1,1,3,0,2
2,2,5,2,1,40,2,16,16,99,2012,2,0,1,1, ,4,2,1,2,2,1,2,2,1, , , ,1,1,1,3,0,1
2,3,5,4,4,15,1,16,16,99,2012,2, , , , , , , , , , , , , , , , , , ,1,1, , 
2,4,5,4,4,13,1,97,97,99,2012,2, , , , , , , , , , , , , , , , , , ,1,1, , 
2,5,5,4,4,12,2,97,97,99,2012,2, , , , , , , , , , , , , , , , , , ,1,1, , 
2,1,5,1,1,34,1,2,96,38,2012, ,5,2,4,2,3,2,1,1, ,1,1, ,1, , , ,1,1,1,3,0,1
2,2,5,2,1,38,2,2,96,38,2012,2,8,3,4,7,2,1,1,1, ,1,1, ,1, , , ,1,1,1,3,0,2
2,3,5,4,4,12,2,14,96,40,2012,2, , , , , , , , , , , , , , , , , , ,1,1, , 
2,4,5,4,4,10,1,14,96,40,2012,2, , , , , , , , , , , , , , , , , , ,1,1, , 
2,5,5,4,4,1,1,24,24,97, ,1, , , , , , , , , , , , , , , , , , ,1,1, , 
2,1,1,1,4,20,1,97,97,97,2015, ,10,2,6,13,3,3,1,2,2,98,2,0,8, , , ,1,1,3,2,999,2
2,1,3,1,4,28,1,2,96,38,2012, ,12,5,8,5,2,9,1,1, ,1,1, ,1, , , ,1,1,1,2,0,1
2,2,3,5,5,63,2,2,96,38,2012,2,0,1,1, ,4,4,1,2,2, ,1, ,1, , , ,2,2,1,5,0,3
2,3,3,6,4,998,2,2,96,38,2012,2, , , , , , , , , , , , , , , , , , ,1,999, , 
2,1,1,1,4,24,1,10,10,1,2014, ,12,2,4,12,3,2,1,1, ,1,1, ,1, , , ,1,1,3,2,0,1
2,1,5,1,1,46,1,3,24,9,2011, ,4,2,1, ,4,3,1,2,2,1,1, ,1, , , ,1,1,1,4,0,1
2,1,1,1,3,54,1,5,5,10,2012, ,9,2,5,11,4,4,1,1, ,1,1, ,1, , , ,1,1,1,4,0,2
2,1,5,1,1,40,1,10,10,1,2014, ,12,5,2,7,4,3,1,1, ,1,1, ,1, , , ,1,1,3,3,0,1
2,2,5,2,1,34,2,10,10,1,2014,2,8,2,1, ,4,3,1,1, ,1,1, ,1, , , ,1,1,3,3,0,1
2,3,5,4,6,13,1,10,10,1,2014,2, , , , , , , , , , , , , , , , , , ,3,1, , 
2,4,5,4,6,11,2,10,10,1,2014,2, , , , , , , , , , , , , , , , , , ,3,1, , 
2,5,5,4,6,5,1,10,10,1,2014,2, , , , , , , , , , , , , , , , , , ,3,1, , 
2,1,4,1,1,46,1,5,5,10,2012, ,12,5,5,8,4,4,1,1, ,1,1, ,1, , , ,1,1,1,4,0,1
2,2,4,2,1,51,2,5,5,10,2012,2,12,6,2,3,3,3,2,1, ,1,1, ,1, , , ,1,1,1,4,0,3
2,3,4,5,5,61,2,5,5,10,2015,2,9,2,1, ,4,4,1,1, , ,1, ,1, , , ,1,1,1,5,0,3
2,4,4,4,4,18,1,5,5,10,2012,2,6,2,6,96,4,1,1,2,2,1,1, ,2,2,1,1,1,1,1,1,1,1
2,1,2,1,3,60,1,5,5,10,2012, ,12,4,1, ,4,3,1,1, ,1,1, ,1, , , ,1,1,1,5,0,1
2,2,2,4,4,26,2,5,5,10,2014,2,12,5,6,96,3,2,2,1, ,1,1, ,1, , , ,1,1,1,2,0,1
2,1,5,1,1,30,1,5,5,97,2012, ,12,5,5,9,4,1,2,2,1,1,2,98,1, , , ,1,1,1,3,0,1
2,2,5,2,1,28,2,5,5,97,2012,2,16,97,1, ,4,2,1,1, ,1,1, ,1, , , ,1,1,1,2,0,3
2,3,5,4,4,8,1,5,5,97,2012,2, , , , , , , , , , , , , , , , , , ,1,1, , 
2,4,5,4,4,3,2,24,24,97, ,1, , , , , , , , , , , , , , , , , , ,1,1, , 
2,5,5,4,4,1,1,24,24,97, ,1, , , , , , , , , , , , , , , , , , ,1,1, , 
2,1,1,1,4,30,2,9,9,97,2012, ,98,98,6,13,3,2,1,1, ,96,1, ,2,2,4,2,2,2,1,3,4,1
2,1,3,1,1,36,1,5,5,97,2012, ,12,4,5,7,4,3,2,1, ,1,2,3,1, , , ,1,1,1,3,0,1
2,2,3,2,1,32,2,5,5,97,2012,2,12,5,1, ,3,3,2,1, ,1,2,2,1, , , ,1,1,1,3,0,1
2,3,3,4,4,9,1,5,5,97,2012,2, , , , , , , , , , , , , , , , , , ,1,1, , 
2,1,1,1,4,27,1,3,24,97,2015, ,10,5,6,13,3,2,1,1, ,1,1, ,1, , , ,1,1,3,3,0,1
2,1,4,1,1,30,1,2,98,24,2014, ,12,5,5,5,3,2,1,1, ,5,1, ,1, , , ,1,1,2,3,0,1
2,2,4,2,1,24,2,14,98,24,2014,2,10,4,97,11,3,2,2,1, ,5,1, ,1, , , ,1,1,2,2,0,3
2,3,4,4,4,4,2,14,98,24,2014,2, , , , , , , , , , , , , , , , , , ,2,1, , 
2,1,1,1,1,40,1,97,97,97,2013, ,13,1,8,97,3,2,2,1, ,5,1, ,1, , , ,1,1,2,3,0,1
2,1,2,1,1,45,1,3,3,97,2011, ,10,5,6,13,3,2,1,2,1,1,1, ,1, , , ,1,1,1,3,0,1
2,2,2,2,1,42,2,3,3,97,2011,2,0,1,97,99,4,3,1,1, ,1,1, ,1, , , ,1,1,1,3,0,1
2,1,4,1,1,45,1,9,9,97,2014,2,12,5,5,7,3,3,2,1, ,5,1, ,1, , , ,1,1,3,4,0,1
2,2,4,2,1,45,2,9,9,97,2014, ,12,5,1, ,3,3,2,1, ,1,1, ,1, , , ,1,1,3,4,0,1
2,3,4,4,4,17,1,9,9,97,2014,2,7,1,6,13,3,2,2,2,2, ,1, ,2,2,1,1,1,1,3,1,1,3
2,4,4,4,4,14,1,9,9,97,2014,2, , , , , , , , , , , , , , , , , , ,3,1, , 
2,5,5,4,4,2,2,24,10,1,2014,1, , , , , , , , , , , , , , , , , , ,2,0, , 
