qn1k,qn1a,numppl,qn1b,qn1c,qn1d,qn1f,qn1g,qn1h,qn1i,qn1jyear,qn1l,qn2a,qn2b,qn3a,qn3b,qn4a,qn4b,qn4c,qn4e,qn4j,qn20,qn24a,qn24b,qn25a,qn25b,qn25c,qn25d,qn28a,qn28b,cohort,ui_agect_arrival,ui_school,ui_emprate
4,3,3,4,3,33,1,10,10,1,2012,2,17,6,5,7,3,2,1,1, ,1,1, ,1, , , ,1,1,3,3,0,1
4,1,1,1,4,21,1,16,16,98,2012, ,5,5,6,13,4,1,1,6, ,5,2,2,2,2,2,1,2,1,2,1,2,1
4,1,5,1,9,52,2,2,24,99, , ,0,1,1, ,4,4,1,1, , ,1, ,1, , , ,9,9,1,4,0,3
4,2,5,4,8,998,1,2,24,98, ,2, , , , , , , , , , , , , , , , , , ,1,999, , 
4,3,5,4,8,998,1,2,24,98, ,2, , , , , , , , , , , , , , , , , , ,1,999, , 
4,4,5,4,8,998,1,14,96,98, ,2, , , , , , , , , , , , , , , , , , ,1,999, , 
4,5,5,4,8,998,2,14,24,98, ,2, , , , , , , , , , , , , , , , , , ,1,999, , 
4,1,5,1,1,57,1,16,16,97,2013, ,0,1,5,11,4,4,1,2,1,1,1, ,1, , , ,1,1,2,4,0,2
4,2,5,2,1,45,2,16,16,97,2013,2,8,1,5,5,4,3,1,6, ,98,1, ,1, , , ,1,1,2,4,0,1
4,3,5,4,4,21,1,16,16,97,2013,2,6,1,6,13,3,2,1,6, ,3,2,1,2,2,1,1,1,1,2,1,1,1
4,4,5,4,4,19,1,16,16,97,2013,2,4,1,6,13,4,2,1,6, , ,1, ,2,2,1,1,1,1,2,1,1,3
4,5,5,4,4,16,2,16,16,97,2013,2,3,1,6,13,4,2,1,6, , ,1, ,2,2,1,1,1,1,2,1,1,3
4,1,5,1,2,68,1,5,5,97,2012, ,9,5,5,7,4,3,2,1, ,2,1, ,1, , , ,1,1,1,5,0,1
4,2,5,11,2,65,2,5,5,97,2012,2,9,5,1, ,4,4,2,1, ,1,2,1,1, , , ,1,1,1,5,0,1
4,3,5,5,5,75,2,5,5,97,2012,2,0,1,1, ,4,4,1,1, , ,1, ,1, , , ,2,2,1,5,0,3
4,4,5,4,1,35,1,5,5,97,2015,1, , , , , , , , , , , , , , , , , , ,1,3, , 
4,5,5,4,1,45,2,5,5,97,2015,2,9,5,1, ,4,4,1,1, ,1,1, ,1, , , ,1,1,1,4,0,1
4,1,4,1,1,35,1,10,10,31,2012, ,13,6,5,7,3,2,2,1, ,1,2,6,2,2,5,2,1,1,1,3,5,2
4,2,4,2,1,31,2,10,10,31,2012,2,3,1,1, ,4,4,1,1, , ,1, ,1, , , ,1,1,1,3,0,3
4,3,4,4,4,3,1,24,24,31,2013,1, , , , , , , , , , , , , , , , , , ,1,0, , 
4,4,4,4,4,2,2,24,24,31,2014,1, , , , , , , , , , , , , , , , , , ,1,0, , 
4,1,5,1,1,46,1,10,10,1,2013, ,14,4,4,7,2,1,1,1, ,1,1, ,2,2,3,1,1,1,2,4,3,1
4,2,5,2,1,45,2,10,10,1,2013,2,15,4,1, ,3,3,1,1, , ,1, ,1, , , ,1,1,2,4,0,3
4,3,5,4,4,22,2,10,10,1,2013,2,14,5,6,13,1,1,1,1, ,1,1, ,2,2,3,1,1,1,2,2,3,1
4,4,5,4,4,20,2,10,10,1,2013,2,11,2,6,13,2,1,1,1, ,1,1, ,2,2,3,1,1,1,2,1,3,1
4,5,5,4,6,10,1,10,10,1,2013,2, , , , , , , , , , , , , , , , , , ,2,1, , 
4,1,5,1,1,54,1,16,16,97,2014,2,98,1,5,7,4,4,1,2,1, ,1, ,1, , , ,2,2,3,4,0,3
4,2,5,2,1,54,2,16,16,97,2014, ,0,1,5,6,4,2,1,2,2, ,1, ,1, , , ,1,1,3,4,0,2
4,3,5,4,4,10,2,16,16,97,2014,2, , , , , , , , , , , , , , , , , , ,3,1, , 
4,4,5,4,4,13,2,16,16,97,2014,2, , , , , , , , , , , , , , , , , , ,3,1, , 
4,5,5,4,4,16,1,16,16,97,2014,2,4,1,6,13,4,2,1,2,1, ,1, ,2,2,1,1,1,1,3,1,1,3
4,1,2,1,1,40,1,9,9,97,2011,1, , , , , , , , , , , , , , , , , , ,1,3, , 
4,2,2,2,1,30,2,97,97,1,2015, ,15,7,6,13,2,2,1,1, , ,1, ,2,1, , ,1,1,3,3, ,2
4,1,3,1,1,42,1,10,10,8,2015, ,8,2,5,7,2,2,1,2,1,1,1, ,1, , , ,1,1,3,4,0,1
4,2,3,2,1,49,2,10,10,31,2015,2,9,2,1, ,4,3,1,2,1,1,1, ,1, , , ,1,1,3,4,0,1
4,3,3,4,6,11,2,10,10,8,2015,2, , , , , , , , , , , , , , , , , , ,3,1, , 
4,1,1,1,4,46,2,9,9,97,2015, ,18,6,5,2,2,1,2,1, ,1,1, ,2,2,4,1,2,1,3,4,4,1
4,1,3,1,1,30,1,2,96,97,2012,2,13,5,97,5,3,2,2,1, ,1,1, ,1, , , ,1,1,3,3,0,1
4,1,4,1,1,29,1,10,10,1,2014, ,12,2,5,6,2,2,1,2,2,1,1, ,2,2,3,1,1,1,3,3,3,1
4,2,4,2,1,20,2,10,10,1,2014,2,8,2,1, ,3,3,1,1, , ,1, ,1, , , ,1,1,3,1,0,3
4,3,4,4,6,3,1,97,10,1,2014,2, , , , , , , , , , , , , , , , , , ,3,0, , 
4,4,4,4,6,4,2,10,10,1,2014,2, , , , , , , , , , , , , , , , , , ,3,1, , 
4,1,1,1,4,31,2,9,9,97,2011, ,16,6,6,13,2,1,2,1, ,1,1, ,2,2,4,1,1,1,1,3,4,1
4,1,5,1,2,41,2,10,10,1,2013, ,12,5,1, ,3,3,1,1, , ,1, ,1, , , ,2,2,2,3,0,3
4,2,5,4,1,25,2,10,10,1,2013,2,9,5,1, ,3,1,1,1, ,98,1, ,2,2,1,1,1,1,2,2,1,1
4,3,5,4,4,24,2,10,10,1,2013,2,9,2,1, ,2,1,1,1, ,98,1, ,2,2,4,1,1,1,2,2,4,1
4,4,5,4,4,19,2,10,10,1,2013,2,6,2,6,13,3,2,1,2,1,98,1, ,2,2,1,1,2,2,2,1,1,3
4,5,5,4,4,13,1,10,10,1,2013,2, , , , , , , , , , , , , , , , , , ,2,1, , 
4,1,5,1,1,47,1,10,10,97,2015, ,13,5,4,6,3,3,1,2,1,1,1, ,1, , , ,1,1,3,4,0,1
4,2,5,2,1,46,2,10,10,97,2015,2,12,5,1, ,2,2,1,2,1, ,1, ,1, , , ,1,1,3,4,0,3
4,3,5,4,4,22,2,10,10,97,2015,2,11,2,6,13,1,1,1,1, ,3,1, ,1, , , ,1,1,3,2,0,1
4,4,5,4,4,21,1,10,10,97,2015,2,10,2,6,13,2,1,1,1, ,1,2,4,1, , , ,1,1,3,2,0,1
4,5,5,4,4,15,1,10,10,97,2015,2, , , , , , , , , , , , , , , , , , ,3,1, , 
4,2,4,2,1,31,2,2,2,38,2011, ,12,5,5,97,2,1,2,1, ,1,1, ,1, , , ,1,1,1,3,0,1
4,1,5,1,1,71,1,2,96,97,2013,2,0,1,1, ,4,4,1,1, , ,1, ,1, , , ,1,1,2,5,0,3
4,2,5,5,4,40,2,2,96,97,2013, ,8,5,4,10,3,2,2,2,2,3,2,8,2,2,1,1,1,1,2,3,1,1
4,3,5,2,1,72,2,2,96,97,2013,2,0,1,1, ,4,4,1,2,2, ,1, ,2,1, , ,1,1,2,5, ,3
4,4,5,5,4,998,1,2,96,97,2013,2, , , , , , , , , , , , , , , , , , ,2,999, , 
4,5,5,5,4,998,1,2,96,97,2013,2, , , , , , , , , , , , , , , , , , ,2,999, , 
4,1,5,1,1,37,1,10,10,1,2015, ,12,4,4,7,2,1,1,2,1,98,1, ,1, , , ,1,1,3,3,0,1
4,2,5,2,1,27,2,10,10,1,2015,2,12,5,6,13,2,2,1,1, , ,1, ,1, , , ,1,1,3,3,0,3
4,3,5,4,6,8,2,10,10,1,2015,2, , , , , , , , , , , , , , , , , , ,3,1, , 
4,4,5,4,6,5,1,10,10,1,2015,2, , , , , , , , , , , , , , , , , , ,3,1, , 
4,5,5,4,6,1,1,24,24,1,2015,1, , , , , , , , , , , , , , , , , , ,3,0, , 
4,1,5,1,1,45,1,16,16,97,2015, ,9,2,5,1,3,1,1,2,1,1,2,1,2,1, , ,1,1,3,4, ,1
4,2,5,2,1,26,2,16,16,97,2015,2,0,1,1, ,4,2,1,2,2,1,2,1,1, , , ,2,2,3,2,0,3
4,3,5,4,4,9,2,97,16,97,2015,2, , , , , , , , , , , , , , , , , , ,3,1, , 
4,4,5,4,4,8,2,97,16,97,2015,2, , , , , , , , , , , , , , , , , , ,3,1, , 
4,5,5,4,4,3,2,97,16,97,2015,2, , , , , , , , , , , , , , , , , , ,3,1, , 
4,1,5,1,1,47,1,10,10,1,2013, ,16,6,5,7,3,2,1,2,1,1,1, ,1, , , ,2,2,2,4,0,1
4,2,5,2,1,47,2,10,10,1,2013,2,16,6,1, ,2,1,1,1, ,1,1, ,1, , , ,2,1,2,4,0,1
4,3,5,4,4,15,1,10,10,1,2013,2, , , , , , , , , , , , , , , , , , ,2,1, , 
4,4,5,4,4,14,1,10,10,1,2013,2, , , , , , , , , , , , , , , , , , ,2,1, , 
4,5,5,4,4,6,1,10,10,1,2013,2, , , , , , , , , , , , , , , , , , ,2,1, , 
4,1,5,1,1,40,1,10,10,1,2014, ,7,2,3,7,3,3,1,1, ,3,2,1,1, , , ,2,2,3,3,0,1
4,2,5,2,1,37,2,10,10,1,2014,2,8,2,1, ,3,3,1,1, , ,1, ,2,2,8,1,1,1,3,3,999,3
4,3,5,4,4,16,1,10,10,1,2014,2,9,2,6,13,2,1,1,1, , ,1, ,2,2,1,1,1,1,3,1,1,2
4,4,5,4,6,11,2,10,10,1,2014,2, , , , , , , , , , , , , , , , , , ,3,1, , 
4,5,5,4,6,4,2,10,10,1,2014,2, , , , , , , , , , , , , , , , , , ,3,1, , 
4,1,5,1,1,47,1,10,10,1,2015, ,8,2,5,3,4,3,1,2,2,2,1, ,1, , , ,1,1,3,4,0,1
4,2,5,2,1,41,2,10,10,1,2015,2,5,1,1, ,4,3,1,2,2, ,2,12,1, , , ,1,1,3,3,0,3
4,3,5,4,4,17,2,10,10,1,2015,2,10,2,6,13,1,1,1,2,2, ,1, ,2,2,1,1,1,1,3,1,1,3
4,4,5,4,4,16,1,10,10,1,2015,2,8,2,6,13,3,2,1,6, , ,1, ,2,2,1,1,1,1,3,1,1,3
4,5,5,4,4,13,2,10,10,1,2015,2, , , , , , , , , , , , , , , , , , ,3,1, , 
4,1,1,1,4,32,1,16,24,97,2014, ,5,2,5,2,3,2,1,2,1,1,2,1,1, , , ,2,1,3,3,0,1
4,1,3,1,1,60,1,10,10,1,2014, ,14,97,2,97,2,1,1,1, ,98,1, ,1, , , ,1,1,2,5,0,1
4,2,3,2,1,57,2,10,10,1,2014,2,14,97,2,97,3,3,1,1, , ,1, ,1, , , ,1,1,2,4,0,3
4,3,3,4,4,29,2,10,10,1,2013,2,15,5,6,13,4,3,1,1, ,1,1, ,1, , , ,1,1,2,3,0,1
4,1,5,1,1,46,1,16,16,97,2015, ,14,6,1, ,1,1,2,1, ,1,1, ,1, , , ,1,1,3,4,0,1
4,2,5,2,1,42,2,16,16,97,2015,2,8,2,1, ,4,3,1,1, , ,1, ,1, , , ,1,1,3,4,0,3
4,3,5,4,4,22,1,16,16,97,2015,2,98,5,6,13,2,2,2,2,1,1,1, ,1, , , ,1,1,3,2,0,2
4,4,5,4,4,17,2,16,16,97,2015,2,8,5,6,13,2,1,2,6, , ,1, ,2,2,1,1,1,1,3,1,1,3
4,5,5,4,4,8,2,97,16,97,2015,2, , , , , , , , , , , , , , , , , , ,3,1, , 
4,1,5,1,1,25,1,2,96,97,2014,2,98,6,6,13,2,1,2,1, ,98,1, ,1, , , ,1,1,1,2,0,1
4,3,5,2,1,28,2,2,96,97,2014,2,12,5,6,13,2,2,2,1, ,1,1, ,1, , , ,1,1,1,3,0,1
4,4,5,5,4,1,2,24,24,97, ,8, , , , , , , , , , , , , , , , , , ,1,1, , 
4,5,5,5,1,998,2,2,98,97,2014,2, , , , , , , , , , , , , , , , , , ,1,999, , 
4,1,5,1,1,45,1,10,10,1,2014, ,16,6,4,4,2,1,1,1, ,1,1, ,1, , , ,1,1,2,4,0,1
4,2,5,2,1,37,2,10,10,1,2014,2,14,97,1, ,4,3,1,1, , ,1, ,1, , , ,1,1,2,3,0,3
4,3,5,4,4,13,1,10,10,1,2014,2, , , , , , , , , , , , , , , , , , ,2,1, , 
4,4,5,4,4,8,1,10,10,1,2014,2, , , , , , , , , , , , , , , , , , ,2,1, , 
4,5,5,4,4,5,1,10,10,1,2014,2, , , , , , , , , , , , , , , , , , ,2,1, , 
4,1,3,1,1,40,1,2,24,97,2011, ,0,1,1, ,4,3,1,2,1,99,1, ,1, , , ,1,1,1,3,0,1
4,1,3,1,1,27,1,2,99,24,2015, ,10,2,6,13,3,3,1,1, ,99,1, ,1, , , ,2,2,3,3,0,1
4,2,3,2,1,27,2,2,99,24,2015,2,7,2,1, ,4,3,1,1, ,99,1, ,1, , , ,2,2,3,3,0,3
4,3,3,4,4,6,2,14,99,98,2015,2, , , , , , , , , , , , , , , , , , ,3,1, , 
4,1,4,1,1,33,1,10,10,1,2013, ,17,6,4,2,2,1,1,1, ,1,2,52,1, , , ,1,1,2,3,0,1
4,2,4,2,1,24,2,10,10,1,2013,2,99,6,1, ,3,2,1,1, , ,1, ,1, , , ,1,1,2,2,0,3
4,3,4,4,6,4,2,97,10,1,2013,2, , , , , , , , , , , , , , , , , , ,2,0, , 
4,4,4,4,6,1,2,24,24,1,2015,1, , , , , , , , , , , , , , , , , , ,2,0, , 
4,1,5,1,4,36,1,10,10,31,2014, ,18,97,4,7,4,4,1,2,1,1,1, ,1, , , ,2,1,3,3,0,1
4,2,5,5,5,57,2,10,10,31,2014,2,98,1,1, ,4,4,1,1, , ,1, ,1, , , ,2,2,3,4,0,3
4,3,5,6,4,35,2,10,10,31,2014,2,98,5,1, ,4,4,1,1, , ,1, ,2,1, , ,2,1,3,3, ,999
4,4,5,6,4,30,2,10,10,31,2014,2,12,5,1, ,3,3,1,1, , ,1, ,2,1, , ,2,2,3,3, ,3
4,5,5,6,4,26,2,10,10,31,2014,2,14,97,6,13,3,3,1,1, ,1,1, ,8, , , ,1,1,3,2,999,1
4,1,4,1,4,34,1,10,10,1,2012, ,9,2,3,12,3,3,1,2,1, ,1, ,1, , , ,2,2,1,3,0,3
4,1,4,1,1,54,1,10,10,8,2012, ,17,6,4,5,1,1,1,1, ,99,1, ,1, , , ,1,1,1,4,0,1
4,2,4,2,1,50,2,97,97,1,2012,2,14,97,1, ,3,3,1,1, , ,1, ,1, , , ,2,2,1,4,0,3
4,3,4,4,4,17,1,97,10,8,2012,2,5,1,6,13,2,1,1,1, ,1,1, ,2,2,3,1,1,1,1,1,3,3
4,4,4,4,4,15,1,97,10,8,2012,2, , , , , , , , , , , , , , , , , , ,1,1, , 
4,1,1,1,4,29,1,10,10,1,2012, ,15,5,6,13,3,1,2,1, ,1,1, ,1, , , ,1,1,1,2,0,1
4,1,1,1,4,27,1,97,97,97,2011, ,8,97,6,13,4,2,2,2,2,5,1, ,2,2,7,8,2,1,1,2,7,1
4,1,4,1,1,998,2,2,96,38,2014, ,10,5,6,13,3,2,2,1, ,98,1, ,1, , , ,1,1,2,999,0,1
4,2,4,9,5,998,2,2,96,38,2014,2, , , , , , , , , , , , , , , , , , ,2,999, , 
4,3,4,2,1,998,1,2,96,38,2014,2, , , , , , , , , , , , , , , , , , ,2,999, , 
4,4,4,5,4,998,1,14,96,40,2014,2, , , , , , , , , , , , , , , , , , ,2,999, , 
4,1,2,1,4,23,1,9,9,97,2012, ,11,5,6,13,3,2,2,2,1,99,1, ,2,2,3,1,1,1,1,2,3,1
4,2,2,98,4,28,2,9,9,97,2012,2,12,5,1, ,2,1,2,1, ,99,2,4,2,2,2,1,1,1,1,2,2,2
4,1,2,1,4,35,1,9,9,97,2015, ,15,6,5,2,4,3,1,2,2,5,1, ,2,2,8,1,1,1,3,3,999,1
4,2,2,3,4,29,1,9,9,1,2015,2,16,6,4,2,3,2,1,2,2,1,1, ,2,2,6,2,1,1,3,3,6,1
4,1,1,1,2,42,1,97,97,97,2015, ,12,5,8,4,1,1,2,2,2, ,1, ,1, , , ,2,1,3,4,0,2
4,1,5,1,1,48,2,16,16,97,2012,2,0,1,1, ,4,2,1,2,2,1,1, ,1, , , ,1,1,1,4,0,1
4,2,5,2,1,33,1,16,16,97,2012,2,0,1,1, ,4,1,1,2,2,1,1, ,1, , , ,1,1,1,3,0,1
4,3,5,4,4,27,1,16,16,97,2012, ,12,6,6,13,2,1,2,1, ,1,1, ,2,2,3,1,1,1,1,2,3,1
4,4,5,4,4,14,1,97,97,97,2012,2, , , , , , , , , , , , , , , , , , ,1,1, , 
4,5,5,4,4,11,2,97,97,97,2012,2, , , , , , , , , , , , , , , , , , ,1,1, , 
4,1,1,1,4,20,1,9,9,97,2015, ,12,5,6,13,3,2,2,2,2,5,2,4,2,1, , ,1,1,3,2, ,1
4,1,4,1,1,63,1,9,9,97,2011, ,12,5,5,11,4,3,1,1, ,96,1, ,1, , , ,1,1,1,5,0,1
4,2,4,2,1,55,2,9,9,97,2011,2,12,5,1, ,4,4,1,2,1, ,1, ,1, , , ,2,2,1,4,0,3
4,3,4,4,4,22,2,9,9,97,2011,2,10,5,6,13,3,2,2,1, ,96,1, ,2,2,3,1,2,1,1,1,3,3
4,4,4,4,4,17,1,9,9,97,2011,2,5,2,6,13,4,1,1,6, , ,1, ,2,2,1,1,1,1,1,1,1,3
4,1,1,1,4,37,1,3,3,9,2015, ,10,5,5,9,2,2,1,1, ,1,1, ,1, , , ,1,1,3,3,0,1
4,1,1,1,4,34,1,97,97,97,2011, ,7,97,4,97,4,3,2,1, ,1,1, ,1, , , ,1,1,1,3,0,1
4,1,4,1,1,50,1,10,10,97,2014, ,14,4,5,6,2,1,1,1, ,1,2,1,1, , , ,1,1,2,4,0,1
4,2,4,2,1,40,2,10,10,8,2014,2,14,4,1, ,3,3,1,1, ,1,1, ,1, , , ,1,1,2,3,0,1
4,3,4,4,4,17,2,10,10,97,2014,2,8,2,6,13,3,2,1,6, , ,1, ,2,2,1,1,1,1,2,1,1,3
4,4,4,4,4,17,2,10,10,97,2014,2,8,2,6,13,3,2,1,6, , ,1, ,2,2,1,1,1,1,2,1,1,3
4,1,2,1,1,73,1,10,10,1,2015, ,10,2,1, ,3,3,1,1, , ,1, ,1, , , ,1,1,3,5,0,3
4,2,2,2,1,62,2,10,10,1,2015,2,11,4,1, ,2,2,2,1, , ,1, ,1, , , ,1,1,3,5,0,3
4,1,5,1,1,40,1,10,10,1,2012, ,14,4,4,97,1,1,1,1, ,5,1, ,1, , , ,1,1,1,3,0,1
4,2,5,2,1,40,2,10,10,1,2012,2,14,6,1, ,3,2,1,1, , ,1, ,1, , , ,1,1,1,3,0,3
4,3,5,4,4,16,2,10,10,1,2012,2,5,2,6,13,3,1,1,1, , ,1, ,1, , , ,1,1,1,1,0,3
4,4,5,4,4,15,1,10,10,1,2012,2, , , , , , , , , , , , , , , , , , ,1,1, , 
4,5,5,4,4,14,1,10,10,1,2012,2, , , , , , , , , , , , , , , , , , ,1,1, , 
4,3,5,15,4,28,2,2,24,38,2011,1, , , , , , , , , , , , , , , , , , ,2,2, , 
4,1,5,1,1,38,1,10,10,97,2015, ,11,97,5,1,2,1,1,8,1,98,1, ,1, , , ,2,1,3,3,0,1
4,2,5,2,1,36,2,10,10,1,2015,2,16,6,2,5,1,1,2,1, , ,1, ,1, , , ,1,1,3,3,0,3
4,3,5,4,4,12,2,10,10,97,2015,2, , , , , , , , , , , , , , , , , , ,3,1, , 
4,4,5,4,4,10,1,10,10,97,2015,2, , , , , , , , , , , , , , , , , , ,3,1, , 
4,5,5,4,4,6,1,10,10,97,2015,2, , , , , , , , , , , , , , , , , , ,3,1, , 
4,1,2,1,4,27,1,97,97,97,2011, ,10,97,6,13,3,3,2,1, ,1,1, ,1, , , ,2,1,1,2,0,3
4,2,2,15,4,33,1,97,97,97, ,1, , , , , , , , , , , , , , , , , , ,1,3, , 
4,1,1,1,4,22,1,10,10,1,2014, ,11,97,1, ,2,1,1,6, ,1,1, ,2,2,7,1,1,1,2,2,7,2
4,1,4,1,1,31,1,10,10,8,2012, ,16,6,2,2,2,1,2,1, ,1,1, ,1, , , ,1,1,1,3,0,1
4,2,4,2,1,24,2,10,10,31, ,2,12,5,6,13,3,2,1,1, ,1,1, ,8, , , ,1,1,1,2,999,1
4,3,4,4,4,0,2,24,24,8,2015,1, , , , , , , , , , , , , , , , , , ,1,0, , 
4,4,4,5,5,72,2,10,10,31,2015,1, , , , , , , , , , , , , , , , , , ,1,5, , 
4,1,5,1,1,51,2,10,10,1,2015,1, , , , , , , , , , , , , , , , , , ,2,4, , 
4,3,5,4,4,22,1,10,10,1,2015,1, , , , , , , , , , , , , , , , , , ,2,2, , 
4,4,5,4,4,13,1,10,10,1,2015,1, , , , , , , , , , , , , , , , , , ,2,1, , 
4,1,3,1,1,29,1,10,10,8, ,1, , , , , , , , , , , , , , , , , , ,2,3, , 
4,1,1,1,4,44,1,97,97,97,2011, ,12,5,3,12,4,3,2,1, ,5,1, ,1, , , ,1,1,1,3,0,1
4,1,2,1,1,57,1,2,96,38,2012,2,5,2,4,7,2,2,1,1, , ,1, ,1, , , ,2,2,1,4,0,3
4,2,2,4,1,29,1,2,96,38,2012, ,12,5,4,5,2,1,1,1, ,5,2,1,1, , , ,1,1,1,2,0,1
4,1,5,1,1,67,1,10,10,1,2015, ,14,5,5,1,3,3,1,1, , ,1, ,1, , , ,2,2,3,5,0,3
4,2,5,4,1,30,1,10,10,1,2014,2,7,2,5,1,4,3,1,1, ,1,1, ,1, , , ,1,1,3,3,0,2
4,3,5,9,1,998,2,10,10,1,2014,2, , , , , , , , , , , , , , , , , , ,3,999, , 
4,4,5,8,4,8,1,10,10,1,2014,2, , , , , , , , , , , , , , , , , , ,3,1, , 
4,5,5,8,4,5,1,10,10,1,2014,2, , , , , , , , , , , , , , , , , , ,3,1, , 
4,1,1,1,1,36,1,97,97,97,2014, ,14,97,3,7,3,3,2,1, ,1,1, ,1, , , ,1,1,3,3,0,1
4,1,1,1,3,34,1,10,10,1,2012, ,17,6,4,3,1,1,1,1, ,1,1, ,1, , , ,1,1,1,3,0,1
4,1,5,1,1,52,1,10,10,1,2014, ,12,5,5,6,2,2,2,2,1,1,2,3,1, , , ,1,1,2,4,0,2
4,2,5,5,5,75,2,10,10,1,2013,2,0,1,1, ,4,4,1,1, , ,1, ,1, , , ,1,1,2,5,0,3
4,3,5,6,4,51,2,10,10,1,2013,2,12,5,1, ,2,1,2,1, ,98,1, ,2,2,5,1,1,1,2,4,5,1
4,4,5,2,1,51,2,10,10,1,2014,2,16,6,1, ,1,1,2,2,2,1,1, ,2,2,4,1,1,1,2,4,4,1
4,5,5,4,4,26,1,10,10,1,2013,2,14,4,6,13,1,1,2,1, ,1,1, ,2,2,3,1,1,1,2,2,3,1
4,1,5,1,4,24,1,10,10,8,2015, ,6,2,5,8,3,2,2,1, ,98,1, ,1, , , ,1,1,3,2,0,1
4,2,5,5,1,57,1,10,10,8,2015,2,12,2,1, ,2,2,1,1, , ,1, ,1, , , ,1,1,3,5,0,3
4,3,5,5,1,53,2,10,10,8,2015,2,0,1,1, ,3,3,1,1, , ,1, ,1, , , ,1,1,3,4,0,3
4,4,5,6,4,19,1,10,10,8,2015,2,7,2,6,13,3,2,2,1, ,1,1, ,1, , , ,1,1,3,1,0,1
4,5,5,6,4,21,2,10,10,8,2015,2,9,2,6,13,3,2,1,1, ,1,1, ,1, , , ,1,1,3,2,0,1
4,2,5,6,1,32,1,2,96,40,2011,2,10,4,4,7,4,4,1,1, ,1,1, ,1, , , ,8,8,1,3,0,1
4,3,5,11,1,998,2,2,96,40,2011,2, , , , , , , , , , , , , , , , , , ,1,999, , 
4,4,5,11,4,6,2,14,96,40,2011,2, , , , , , , , , , , , , , , , , , ,1,0, , 
4,5,5,11,4,5,2,24,96,40, ,1, , , , , , , , , , , , , , , , , , ,1,1, , 
4,1,5,1,1,43,2,16,16,97,2015, ,0,1,5,6,4,2,1,2,2, ,2,98,1, , , ,1,1,3,4,0,2
4,2,5,4,4,18,2,16,16,97,2015,2,0,1,1, ,4,1,1,6, ,1,1, ,2,2,2,1,1,1,3,1,2,3
4,3,5,4,4,17,2,16,16,97,2015,2,0,1,6,13,3,2,1,6, , ,1, ,2,2,2,1,1,1,3,1,2,3
4,4,5,4,4,16,2,16,16,97,2015,2,0,1,6,13,4,2,1,6, , ,1, ,2,2,3,1,1,1,3,1,3,3
4,5,5,4,4,14,2,16,16,97,2015,2, , , , , , , , , , , , , , , , , , ,3,1, , 
4,1,1,1,4,27,1,97,10,1,2012, ,15,6,4,4,1,1,2,1, ,1,1, ,1, , , ,1,1,1,2,0,1
4,1,5,1,1,54,1,10,10,8,2012, ,15,5,2,7,3,3,2,1, , ,1, ,1, , , ,2,2,1,4,0,3
4,2,5,2,1,47,2,10,10,8,2012,2,12,4,2,2,3,2,2,1, ,1,1, ,1, , , ,1,1,1,4,0,1
4,3,5,4,4,25,2,10,10,8,2012,2,14,5,6,13,2,2,1,6, ,1,1, ,2,2,3,1,1,1,1,2,3,1
4,4,5,4,4,23,1,10,10,8,2012,2,12,5,6,13,2,2,1,2,2,1,1, ,2,2,3,1,1,1,1,2,3,1
4,5,5,4,4,14,2,10,10,8,2012,2, , , , , , , , , , , , , , , , , , ,1,1, , 
4,1,5,1,1,73,1,10,10,1,2013, ,11,2,5,6,3,3,1,1, , ,1, ,1, , , ,1,1,2,5,0,3
4,2,5,2,1,59,2,10,10,1,2013,2,14,5,1, ,4,4,1,1, , ,1, ,1, , , ,1,1,2,5,0,3
4,3,5,4,4,26,1,10,10,1,2013,2,12,5,6,13,2,1,1,1, ,98,1, ,1, , , ,1,1,2,2,0,1
4,4,5,4,4,24,1,10,10,1,2013,2,12,5,6,13,2,1,1,1, ,1,1, ,2,2,5,1,1,1,2,2,5,1
4,5,5,4,4,22,1,10,10,1,2013,2,12,5,6,13,2,1,1,1, ,4,1, ,2,2,5,1,1,1,2,2,5,1
4,1,5,1,1,44,1,10,10,1,2015, ,12,5,5,7,2,2,1,1, ,1,2,1,1, , , ,1,1,3,4,0,1
4,2,5,2,1,34,2,10,10,1,2015,2,14,4,2,5,3,2,1,2,2, ,1, ,1, , , ,1,1,3,3,0,2
4,3,5,14,4,16,2,10,10,1,2015,2,7,2,6,13,2,1,1,1, , ,1, ,2,2,1,1,1,1,3,1,1,3
4,4,5,4,4,15,1,10,10,1,2015,2, , , , , , , , , , , , , , , , , , ,3,1, , 
4,5,5,98,4,13,1,10,10,1,2015,2, , , , , , , , , , , , , , , , , , ,3,1, , 
4,1,1,1,4,44,1,97,97,97,2012, ,11,97,4,11,3,2,2,1, ,1,1, ,1, , , ,1,1,2,3,0,1
4,1,5,1,1,25,1,3,3,20,2011,2,0,1,1, ,4,4,1,1, ,1,1, ,1, , , ,1,1,3,2,0,1
4,2,5,2,1,26,2,20,97,20,2011, ,5,1,1, ,4,4,1,2,1, ,2,3,1, , , ,1,1,3,2,0,3
4,3,5,4,4,10,2,20,97,20,2011,2, , , , , , , , , , , , , , , , , , ,3,1, , 
4,4,5,4,4,8,1,20,97,20,2011,2, , , , , , , , , , , , , , , , , , ,3,1, , 
4,5,5,4,4,5,1,20,97,20,2011,2, , , , , , , , , , , , , , , , , , ,3,0, , 
